chinese,pinyinUtf8,pinyinNumber,bookKey,grade,gradeTerm,chapter,page,level(1-5)
记忆,jì yì,ji4 yi4,沪教一年级第二学期,1,2,0,0,0
借口,jiè kǒu,jie4 kou3,沪教一年级第二学期,1,2,0,0,0
出借,chū jiè,chu1 jie4,沪教一年级第二学期,1,2,0,0,0
借问,jiè wèn,jie4 wen4,沪教一年级第二学期,1,2,0,0,0
墙角,qiáng jiǎo,qiang2 jiao3,沪教一年级第二学期,1,2,0,0,0
羊角,yáng jiǎo,yang2 jiao3,沪教一年级第二学期,1,2,0,0,0
号角,hào jiǎo,hao4 jiao3,沪教一年级第二学期,1,2,0,0,0
挣开,zhèng kāi,zheng4 kai1,沪教一年级第二学期,1,2,0,0,0
挣扎,zhēng zhá,zheng1 zha2,沪教一年级第二学期,1,2,0,0,0
挣断,zhèng duàn,zheng4 duan4,沪教一年级第二学期,1,2,0,0,0
断开,duàn kāi,duan4 kai1,沪教一年级第二学期,1,2,0,0,0
打断,dǎ duàn,da3 duan4,沪教一年级第二学期,1,2,0,0,0
逃跑,táo pǎo,tao2 pao3,沪教一年级第二学期,1,2,0,0,0
逃走,táo zǒu,tao2 zou3,沪教一年级第二学期,1,2,0,0,0
您好,nín hǎo,nin2 hao3,沪教一年级第二学期,1,2,0,0,0
高兴,gāo xìng,gao1 xing4,沪教一年级第二学期,1,2,0,0,0
游兴,yóu xìng,you2 xing4,沪教一年级第二学期,1,2,0,0,0
兴趣,xìng qù,xing4 qu4,沪教一年级第二学期,1,2,0,0,0
潜水,qián shuǐ,qian2 shui3,沪教一年级第二学期,1,2,0,0,0
潜力,qián lì,qian2 li4,沪教一年级第二学期,1,2,0,0,0
潜水艇,qián shuǐ tǐng,qian2 shui3 ting3,沪教一年级第二学期,1,2,0,0,0
快艇,kuài tǐng,kuai4 ting3,沪教一年级第二学期,1,2,0,0,0
能够,néng gòu,neng2 gou4,沪教一年级第二学期,1,2,0,0,0
足够,zú gòu,zu2 gou4,沪教一年级第二学期,1,2,0,0,0
帮助,bāng zhù,bang1 zhu4,沪教一年级第二学期,1,2,0,0,0
助手,zhù shǒu,zhu4 shou3,沪教一年级第二学期,1,2,0,0,0
助人为乐,zhù rén wéi lè,zhu4 ren2 wei2 le4,沪教一年级第二学期,1,2,0,0,0
浮力,fú lì,fu2 li4,沪教一年级第二学期,1,2,0,0,0
浮上来,fú shàng lái,fu2 shang4 lai2,沪教一年级第二学期,1,2,0,0,0
浮动,fú dòng,fu2 dong4,沪教一年级第二学期,1,2,0,0,0
缩小,suō xiǎo,suo1 xiao3,沪教一年级第二学期,1,2,0,0,0
收缩,shōu suō,shou1 suo1,沪教一年级第二学期,1,2,0,0,0
退缩,tuì suō,tui4 suo1,沪教一年级第二学期,1,2,0,0,0
启发,qǐ fā,qi3 fa1,沪教一年级第二学期,1,2,0,0,0
启动,qǐ dòng,qi3 dong4,沪教一年级第二学期,1,2,0,0,0
开启,kāi qǐ,kai1 qi3,沪教一年级第二学期,1,2,0,0,0
舱口,cāng kǒu,cang1 kou3,沪教一年级第二学期,1,2,0,0,0
船舱,chuán cāng,chuan2 cang1,沪教一年级第二学期,1,2,0,0,0
舱位,cāng wèi,cang1 wei4,沪教一年级第二学期,1,2,0,0,0
棉花,mián huā,mian2 hua1,沪教一年级第二学期,1,2,0,0,0
棉衣,mián yī,mian2 yi1,沪教一年级第二学期,1,2,0,0,0
棉球,mián qiú,mian2 qiu2,沪教一年级第二学期,1,2,0,0,0
可恶,kě wù,ke3 wu4,沪教一年级第二学期,1,2,0,0,0
恶狠狠,è hěn hěn,e4 hen3 hen3,沪教一年级第二学期,1,2,0,0,0
恶心,ě xīn,e3 xin1,沪教一年级第二学期,1,2,0,0,0
盼望,pàn wàng,pan4 wang4,沪教一年级第二学期,1,2,0,0,0
期盼,qī pàn,qi1 pan4,沪教一年级第二学期,1,2,0,0,0
医生,yī shēng,yi1 sheng1,沪教一年级第二学期,1,2,0,0,0
医院,yī yuàn,yi1 yuan4,沪教一年级第二学期,1,2,0,0,0
求医,qiú yī,qiu2 yi1,沪教一年级第二学期,1,2,0,0,0
稻田,dào tián,dao4 tian2,沪教一年级第二学期,1,2,0,0,0
稻草,dào cǎo,dao4 cao3,沪教一年级第二学期,1,2,0,0,0
早稻,zǎo dào,zao3 dao4,沪教一年级第二学期,1,2,0,0,0
碧绿,bì lǜ,bi4 lv4,沪教一年级第二学期,1,2,0,0,0
碧空,bì kōng,bi4 kong1,沪教一年级第二学期,1,2,0,0,0
碧波,bì bō,bi4 bo1,沪教一年级第二学期,1,2,0,0,0
池水,chí shuǐ,chi2 shui3,沪教一年级第二学期,1,2,0,0,0
小池,xiǎo chí,xiao3 chi2,沪教一年级第二学期,1,2,0,0,0
游泳池,yóu yǒng chí,you2 yong3 chi2,沪教一年级第二学期,1,2,0,0,0
小偷,xiǎo tōu,xiao3 tou1,沪教一年级第二学期,1,2,0,0,0
偷东西,tōu dōng xī,tou1 dong1 xi1,沪教一年级第二学期,1,2,0,0,0
采花,cǎi huā,cai3 hua1,沪教一年级第二学期,1,2,0,0,0
采光,cǎi guāng,cai3 guang1,沪教一年级第二学期,1,2,0,0,0
开采,kāi cǎi,kai1 cai3,沪教一年级第二学期,1,2,0,0,0
莲花,lián huā,lian2 hua1,沪教一年级第二学期,1,2,0,0,0
莲子,lián zǐ,lian2 zi3,沪教一年级第二学期,1,2,0,0,0
莲心,lián xīn,lian2 xin1,沪教一年级第二学期,1,2,0,0,0
巨人,jù rén,ju4 ren2,沪教一年级第二学期,1,2,0,0,0
巨大,jù dà,ju4 da4,沪教一年级第二学期,1,2,0,0,0
巨变,jù biàn,ju4 bian4,沪教一年级第二学期,1,2,0,0,0
甲虫,jiǎ chóng,jia3 chong2,沪教一年级第二学期,1,2,0,0,0
指甲,zhǐ jiá,zhi3 jia2,沪教一年级第二学期,1,2,0,0,0
装甲车,zhuāng jiǎ chē,zhuang1 jia3 che1,沪教一年级第二学期,1,2,0,0,0
草丛,cǎo cóng,cao3 cong2,沪教一年级第二学期,1,2,0,0,0
丛林,cóng lín,cong2 lin2,沪教一年级第二学期,1,2,0,0,0
跳高,tiào gāo,tiao4 gao1,沪教一年级第二学期,1,2,0,0,0
跳起来,tiào qǐ lái,tiao4 qi3 lai2,沪教一年级第二学期,1,2,0,0,0
跳舞,tiào wǔ,tiao4 wu3,沪教一年级第二学期,1,2,0,0,0
舞动,wǔ dòng,wu3 dong4,沪教一年级第二学期,1,2,0,0,0
享受,xiǎng shòu,xiang3 shou4,沪教一年级第二学期,1,2,0,0,0
享乐,xiǎng lè,xiang3 le4,沪教一年级第二学期,1,2,0,0,0
分享,fēn xiǎng,fen1 xiang3,沪教一年级第二学期,1,2,0,0,0
弱小,ruò xiǎo,ruo4 xiao3,沪教一年级第二学期,1,2,0,0,0
弱点,ruò diǎn,ruo4 dian3,沪教一年级第二学期,1,2,0,0,0
体弱,tǐ ruò,ti3 ruo4,沪教一年级第二学期,1,2,0,0,0
保安,bǎo ān,bao3 an1,沪教一年级第二学期,1,2,0,0,0
劳保,láo bǎo,lao2 bao3,沪教一年级第二学期,1,2,0,0,0
保重,bǎo zhòng,bao3 zhong4,沪教一年级第二学期,1,2,0,0,0
保护,bǎo hù,bao3 hu4,沪教一年级第二学期,1,2,0,0,0
护士,hù shì,hu4 shi4,沪教一年级第二学期,1,2,0,0,0
护理,hù lǐ,hu4 li3,沪教一年级第二学期,1,2,0,0,0
城乡,chéng xiāng,cheng2 xiang1,沪教一年级第二学期,1,2,0,0,0
长城,cháng chéng,chang2 cheng2,沪教一年级第二学期,1,2,0,0,0
城墙,chéng qiáng,cheng2 qiang2,沪教一年级第二学期,1,2,0,0,0
城市,chéng shì,cheng2 shi4,沪教一年级第二学期,1,2,0,0,0
市民,shì mín,shi4 min2,沪教一年级第二学期,1,2,0,0,0
都市,dū shì,du1 shi4,沪教一年级第二学期,1,2,0,0,0
汽车,qì chē,qi4 che1,沪教一年级第二学期,1,2,0,0,0
汽水,qì shuǐ,qi4 shui3,沪教一年级第二学期,1,2,0,0,0
汽油,qì yóu,qi4 you2,沪教一年级第二学期,1,2,0,0,0
鲜花,xiān huā,xian1 hua1,沪教一年级第二学期,1,2,0,0,0
新鲜,xīn xiān,xin1 xian1,沪教一年级第二学期,1,2,0,0,0
鲜红,xiān hóng,xian1 hong2,沪教一年级第二学期,1,2,0,0,0
运动,yùn dòng,yun4 dong4,沪教一年级第二学期,1,2,0,0,0
运用,yùn yòng,yun4 yong4,沪教一年级第二学期,1,2,0,0,0
幸运,xìng yùn,xing4 yun4,沪教一年级第二学期,1,2,0,0,0
消失,xiāo shī,xiao1 shi1,沪教一年级第二学期,1,2,0,0,0
消息,xiāo xī,xiao1 xi1,沪教一年级第二学期,1,2,0,0,0
消除,xiāo chú,xiao1 chu2,沪教一年级第二学期,1,2,0,0,0
专心,zhuān xīn,zhuan1 xin1,沪教一年级第二学期,1,2,0,0,0
专家,zhuān jiā,zhuan1 jia1,沪教一年级第二学期,1,2,0,0,0
专门,zhuān mén,zhuan1 men2,沪教一年级第二学期,1,2,0,0,0
草坪,cǎo píng,cao3 ping2,沪教一年级第二学期,1,2,0,0,0
停机坪,tíng jī píng,ting2 ji1 ping2,沪教一年级第二学期,1,2,0,0,0
泥丸,ní wán,ni2 wan2,沪教一年级第二学期,1,2,0,0,0
鱼丸,yú wán,yu2 wan2,沪教一年级第二学期,1,2,0,0,0
季节,jì jié,ji4 jie2,沪教一年级第二学期,1,2,0,0,0
雨季,yǔ jì,yu3 ji4,沪教一年级第二学期,1,2,0,0,0
四季如春,sì jì rú chūn,si4 ji4 ru2 chun1,沪教一年级第二学期,1,2,0,0,0
吉利,jí lì,ji2 li4,沪教一年级第二学期,1,2,0,0,0
吉庆,jí qìng,ji2 qing4,沪教一年级第二学期,1,2,0,0,0
万事大吉,wàn shì dà jí,wan4 shi4 da4 ji2,沪教一年级第二学期,1,2,0,0,0
旧居,jiù jū,jiu4 ju1,沪教一年级第二学期,1,2,0,0,0
新旧,xīn jiù,xin1 jiu4,沪教一年级第二学期,1,2,0,0,0
旧书店,jiù shū diàn,jiu4 shu1 dian4,沪教一年级第二学期,1,2,0,0,0
